ClaimID,PolicyNo,ClaimDate,ClaimType,ClaimAmount,Status,SettlementDate
CLM05049,POL21186,11/07/2023,Collision,120000,Approved,14/09/2023
CLM05050,POL22757,23/11/2023,Accident,500000,Rejected,
CLM05051,POL25375,28/06/2026,Fire,90000,Under Review,
CLM05052,POL28921,24/10/2022,Flood,250000,Under Review,
CLM05053,POL05891,26/12/2024,Theft,45000,Approved,06/04/2025
CLM05054,POL03468,10/10/2020,Fire,500000,Pending,
CLM05055,POL19911,15/06/2022,Collision,500000,Pending,
CLM05056,POL10388,08/10/2021,Flood,250000,Under Review,
CLM05057,POL07533,02/05/2021,Collision,,Pending,
CLM05058,POL02884,23/02/2022,Burglary,250000,Pending,
CLM05059,POL22111,22/04/2022,Fire,120000,Pending,
CLM05060,POL13338,04/10/2024,Theft,120000,Rejected,
CLM05061,POL11433,13/03/2024,Flood,45000,Pending,
CLM05062,POL17882,01/10/2020,Burglary,500000,Rejected,
CLM05063,POL19345,15/01/2025,Accident,45000,Approved,28/02/2025
CLM05064,POL20984,24/06/2023,Theft,,Approved,27/09/2023
CLM05065,POL13396,08/10/2022,Theft,120000,Approved,30/01/2023
CLM05066,POL24795,19/10/2024,Fire,250000,Approved,02/11/2024
CLM05067,POL12912,18/09/2020,Accident,120000,Rejected,
CLM05068,POL06256,18/11/2025,Illness,45000,Pending,
CLM05069,POL25177,20/05/2023,Flood,45000,Approved,02/08/2023
CLM05070,POL21069,20/01/2023,Illness,75000,Pending,
CLM05071,POL06551,28/12/2025,Illness,120000,Pending,
CLM05072,POL10359,12/01/2025,Collision,250000,Rejected,
CLM05073,POL26236,01/06/2020,Collision,250000,Under Review,
CLM05074,POL06464,25/04/2021,Illness,75000,Approved,09/07/2021
CLM05075,POL07479,09/11/2024,Collision,500000,Approved,30/11/2024
CLM05076,POL15483,11/01/2022,Illness,90000,Approved,25/04/2022
CLM05077,POL13596,21/11/2021,Accident,75000,Under Review,
CLM05078,POL13780,02/07/2021,Collision,500000,Under Review,
CLM05079,POL08437,13/12/2023,Illness,250000,Under Review,
CLM05080,POL22210,22/11/2022,Accident,75000,Approved,28/12/2022
CLM05081,POL28828,01/11/2020,Accident,90000,Rejected,
CLM05082,POL00628,13/04/2024,Theft,250000,Rejected,
CLM05083,POL09152,19/08/2023,Theft,90000,Pending,
CLM05084,POL14185,04/09/2025,Accident,90000,Under Review,
CLM05085,POL05595,29/11/2022,Burglary,120000,Under Review,
CLM05086,POL22565,05/06/2024,Flood,120000,Rejected,
CLM05087,POL03469,30/01/2024,Accident,250000,Under Review,
CLM05088,POL10756,30/12/2022,Flood,250000,Pending,
CLM05089,POL19222,11/11/2022,Fire,,Approved,16/12/2022
CLM05090,POL08864,03/08/2020,Collision,90000,Under Review,
CLM05091,POL13757,30/03/2022,Flood,75000,Approved,05/07/2022
CLM05092,POL04793,23/06/2021,Fire,120000,Under Review,
CLM05093,POL17606,23/07/2024,Theft,120000,Under Review,
CLM05094,POL15631,10/03/2022,Burglary,250000,Approved,07/06/2022
CLM05095,POL02419,29/06/2025,Accident,75000,Rejected,
CLM05096,POL15610,23/11/2020,Collision,90000,Under Review,
CLM05097,POL24868,24/11/2022,Fire,250000,Under Review,
CLM05098,POL25398,13/12/2020,Collision,75000,Under Review,
CLM05099,POL17973,14/06/2020,Fire,120000,Under Review,
CLM05100,POL27947,20/12/2020,Burglary,45000,Approved,16/03/2021
CLM05101,POL20736,24/11/2024,Accident,45000,Rejected,
CLM05102,POL11295,29/01/2024,Burglary,250000,Under Review,
CLM05103,POL08605,17/03/2024,Burglary,90000,Approved,26/05/2024
CLM05104,POL07679,31/03/2024,Fire,75000,Under Review,
CLM05105,POL28165,18/04/2024,Illness,90000,Rejected,
CLM05106,POL09490,30/01/2026,Fire,75000,Rejected,
CLM05107,POL19044,25/04/2021,Theft,75000,Pending,
CLM05108,POL15240,24/10/2025,Fire,250000,Rejected,
CLM05109,POL17203,09/08/2024,Accident,90000,Pending,
CLM05110,POL27173,31/08/2020,Burglary,500000,Rejected,
CLM05111,POL18949,06/09/2022,Theft,45000,Approved,09/10/2022
CLM05112,POL25100,25/11/2025,Accident,500000,Approved,08/02/2026
CLM05113,POL14155,19/04/2021,Theft,45000,Rejected,
CLM05114,POL25980,23/09/2024,Burglary,500000,Rejected,
CLM05115,POL07174,03/11/2021,Theft,120000,Under Review,
CLM05116,POL07635,13/05/2025,Illness,500000,Approved,20/06/2025
CLM05117,POL20536,09/02/2025,Theft,250000,Approved,07/05/2025
CLM05118,POL10551,14/10/2025,Theft,250000,Pending,
CLM05119,POL16732,03/05/2021,Collision,,Approved,16/07/2021
CLM05120,POL05662,09/06/2022,Burglary,45000,Pending,
CLM05121,POL23997,11/11/2024,Burglary,90000,Approved,23/12/2024
CLM05122,POL25401,24/05/2023,Theft,45000,Rejected,
CLM05123,POL02888,05/02/2024,Accident,500000,Rejected,
CLM05124,POL16465,06/08/2026,Burglary,500000,Pending,
CLM05125,POL20275,26/02/2021,Accident,,Pending,
CLM05126,POL19048,09/02/2020,Theft,45000,Rejected,
CLM05127,POL05000,04/12/2023,Flood,45000,Approved,19/03/2024
CLM05128,POL22102,27/04/2022,Accident,90000,Pending,
CLM05129,POL29895,11/04/2023,Fire,250000,Rejected,
CLM05130,POL09754,11/12/2025,Collision,45000,Pending,
CLM05131,POL16707,20/06/2026,Flood,45000,Rejected,
CLM05132,POL18466,09/10/2020,Burglary,45000,Approved,08/11/2020
CLM05133,POL14500,08/07/2025,Collision,45000,Rejected,
CLM05134,POL08992,08/06/2025,Theft,120000,Approved,11/08/2025
CLM05135,POL08041,18/06/2027,Collision,90000,Approved,16/07/2027
CLM05136,POL23249,04/05/2024,Illness,250000,Rejected,
CLM05137,POL03320,08/04/2022,Accident,75000,Rejected,
CLM05138,POL00225,25/11/2024,Illness,,Approved,04/12/2024
CLM05139,POL10684,05/05/2024,Burglary,120000,Under Review,
CLM05140,POL16136,29/07/2025,Illness,120000,Approved,18/11/2025
CLM05141,POL18549,15/05/2022,Accident,500000,Approved,31/05/2022
CLM05142,POL26762,06/12/2022,Collision,45000,Pending,
CLM05143,POL27487,23/08/2022,Illness,120000,Under Review,
CLM05144,POL17551,13/06/2022,Illness,45000,Approved,08/10/2022
CLM05145,POL20105,25/06/2025,Flood,250000,Pending,
CLM05146,POL09362,06/10/2021,Burglary,250000,Rejected,
CLM05147,POL21468,31/01/2026,Fire,45000,Approved,28/03/2026
CLM05148,POL09933,13/11/2022,Illness,90000,Approved,06/12/2022
CLM05149,POL29400,22/05/2023,Collision,500000,Rejected,
CLM05150,POL14602,18/02/2024,Accident,75000,Pending,
CLM05151,POL07965,28/01/2021,Theft,,Rejected,
CLM05152,POL08722,22/04/2024,Flood,90000,Approved,23/05/2024
CLM05153,POL29969,13/12/2020,Theft,45000,Pending,
CLM05154,POL14138,07/02/2024,Flood,45000,Rejected,
CLM05155,POL16129,14/04/2021,Illness,90000,Rejected,
CLM05156,POL01502,05/05/2023,Accident,75000,Rejected,
CLM05157,POL17022,04/01/2023,Collision,250000,Rejected,
CLM05158,POL23315,04/10/2024,Illness,,Pending,
CLM05159,POL04193,07/08/2022,Illness,500000,Pending,
CLM05160,POL00540,23/08/2020,Burglary,120000,Approved,12/10/2020
CLM05161,POL01728,11/11/2020,Burglary,45000,Pending,
CLM05162,POL14364,27/11/2024,Illness,,Under Review,
CLM05163,POL10817,24/11/2021,Collision,45000,Rejected,
CLM05164,POL23875,12/11/2023,Fire,500000,Pending,
CLM05165,POL19895,21/05/2021,Illness,90000,Approved,04/07/2021
CLM05166,POL18935,19/04/2020,Fire,120000,Under Review,
CLM05167,POL05014,07/08/2023,Illness,250000,Under Review,
CLM05168,POL08844,05/11/2025,Collision,45000,Approved,22/01/2026
CLM05169,POL03049,01/09/2021,Collision,250000,Pending,
CLM05170,POL22276,20/09/2022,Flood,500000,Approved,04/12/2022
CLM05171,POL24158,03/05/2023,Burglary,250000,Under Review,
CLM05172,POL05189,20/11/2025,Flood,90000,Pending,
CLM05173,POL25155,08/08/2024,Illness,500000,Approved,03/10/2024
CLM05174,POL09737,30/12/2023,Collision,75000,Under Review,
CLM05175,POL18856,19/01/2023,Accident,75000,Rejected,
CLM05176,POL05823,23/03/2026,Theft,75000,Rejected,
CLM05177,POL11363,10/01/2021,Collision,500000,Approved,23/04/2021
CLM05178,POL26263,16/02/2024,Accident,250000,Under Review,
CLM05179,POL04670,24/03/2025,Collision,250000,Under Review,
CLM05180,POL27801,16/12/2022,Fire,120000,Rejected,
CLM05181,POL24236,29/06/2023,Flood,120000,Rejected,
CLM05182,POL11106,17/06/2025,Accident,45000,Under Review,
CLM05183,POL00514,03/10/2022,Accident,,Rejected,
CLM05184,POL13692,01/07/2021,Flood,250000,Rejected,
CLM05185,POL05367,10/04/2023,Theft,250000,Approved,06/05/2023
CLM05186,POL10568,30/10/2025,Accident,500000,Rejected,
CLM05187,POL00203,16/11/2023,Illness,120000,Approved,23/01/2024
CLM05188,POL04878,03/06/2025,Burglary,500000,Approved,25/08/2025
CLM05189,POL17368,15/03/2022,Accident,500000,Approved,18/05/2022
CLM05190,POL03875,11/11/2023,Burglary,250000,Pending,
CLM05191,POL27233,23/01/2026,Collision,75000,Approved,05/04/2026
CLM05192,POL11215,12/08/2025,Burglary,250000,Rejected,
CLM05193,POL17975,27/06/2026,Burglary,500000,Approved,12/10/2026
CLM05194,POL23162,13/03/2022,Illness,45000,Rejected,
CLM05195,POL15104,14/11/2020,Flood,90000,Pending,
CLM05196,POL04805,06/12/2025,Burglary,500000,Pending,
CLM05197,POL22566,13/06/2021,Illness,75000,Rejected,
CLM05198,POL18237,29/05/2022,Illness,75000,Under Review,
CLM05199,POL21898,24/08/2023,Illness,75000,Under Review,
CLM05200,POL24756,13/09/2020,Illness,250000,Pending,
CLM05201,POL12911,08/07/2024,Burglary,45000,Rejected,
CLM05202,POL02298,29/05/2024,Illness,45000,Pending,
CLM05203,POL10180,27/11/2022,Illness,500000,Under Review,
CLM05204,POL01259,07/07/2022,Illness,45000,Under Review,
CLM05205,POL07840,03/06/2021,Flood,75000,Approved,13/08/2021
CLM05206,POL27235,09/04/2023,Illness,90000,Under Review,
CLM05207,POL10649,23/06/2025,Illness,75000,Under Review,
CLM05208,POL04159,18/07/2021,Fire,45000,Rejected,
CLM05209,POL22291,27/09/2022,Burglary,120000,Under Review,
CLM05210,POL03829,01/11/2022,Burglary,,Pending,
CLM05211,POL15911,27/12/2021,Burglary,500000,Approved,18/03/2022
CLM05212,POL25205,14/05/2020,Burglary,500000,Under Review,
CLM05213,POL25772,02/11/2024,Accident,120000,Rejected,
CLM05214,POL05668,28/12/2021,Flood,75000,Under Review,
CLM05215,POL13057,24/05/2025,Accident,500000,Approved,09/09/2025
CLM05216,POL25178,17/09/2020,Flood,90000,Under Review,
CLM05217,POL07651,12/07/2022,Accident,75000,Under Review,
CLM05218,POL24033,07/03/2025,Burglary,90000,Under Review,
CLM05219,POL07067,27/01/2023,Flood,250000,Pending,
CLM05220,POL05708,17/08/2024,Collision,,Pending,
CLM05221,POL23104,25/07/2020,Collision,75000,Rejected,
CLM05222,POL28291,05/11/2024,Theft,75000,Under Review,
CLM05223,POL04141,02/03/2025,Burglary,120000,Under Review,
CLM05224,POL00360,07/05/2022,Theft,90000,Rejected,
CLM05225,POL12257,29/04/2024,Accident,75000,Approved,21/06/2024
CLM05226,POL20471,11/10/2021,Accident,250000,Under Review,
CLM05227,POL16466,29/05/2025,Illness,45000,Pending,
CLM05228,POL13353,20/03/2025,Burglary,45000,Approved,02/05/2025
CLM05229,POL08928,29/05/2023,Theft,250000,Approved,07/06/2023
CLM05230,POL26759,18/02/2023,Theft,75000,Rejected,
CLM05231,POL15222,21/10/2022,Theft,45000,Rejected,
CLM05232,POL07050,04/03/2022,Flood,500000,Pending,
CLM05233,POL10582,22/04/2022,Fire,500000,Pending,
CLM05234,POL03955,18/11/2024,Theft,250000,Pending,
CLM05235,POL19250,28/11/2020,Collision,,Approved,17/01/2021
CLM05236,POL23731,31/08/2022,Accident,75000,Rejected,
CLM05237,POL29515,28/06/2023,Flood,,Rejected,
CLM05238,POL11277,11/02/2022,Fire,250000,Approved,13/03/2022
CLM05239,POL21940,08/05/2026,Accident,120000,Under Review,
CLM05240,POL14010,05/08/2023,Fire,500000,Pending,
CLM05241,POL22865,03/11/2023,Burglary,500000,Approved,10/02/2024
CLM05242,POL05432,12/09/2022,Illness,45000,Rejected,
CLM05243,POL18880,16/12/2020,Illness,500000,Approved,07/01/2021
CLM05244,POL08739,28/03/2021,Theft,75000,Approved,14/07/2021
CLM05245,POL05696,01/04/2024,Flood,250000,Approved,05/07/2024
CLM05246,POL26956,04/04/2022,Theft,500000,Pending,
CLM05247,POL26428,19/04/2023,Flood,90000,Rejected,
CLM05248,POL22187,15/07/2021,Collision,75000,Approved,30/09/2021
CLM05249,POL09503,06/09/2023,Flood,45000,Pending,
CLM05250,POL12217,22/08/2022,Burglary,45000,Rejected,
CLM05251,POL25932,06/11/2025,Flood,250000,Rejected,
CLM05252,POL13157,05/11/2024,Illness,75000,Under Review,
CLM05253,POL03674,26/11/2023,Theft,120000,Pending,
CLM05254,POL06576,04/03/2025,Theft,45000,Rejected,
CLM05255,POL12130,12/03/2024,Burglary,90000,Under Review,
CLM05256,POL27494,22/05/2026,Fire,120000,Rejected,
CLM05257,POL15694,31/10/2021,Burglary,250000,Approved,01/12/2021
CLM05258,POL20852,01/01/2025,Burglary,,Pending,
CLM05259,POL16613,18/01/2021,Fire,90000,Rejected,
CLM05260,POL09581,24/12/2021,Illness,500000,Pending,
CLM05261,POL01852,15/09/2026,Burglary,120000,Under Review,
CLM05262,POL18979,08/01/2026,Theft,90000,Rejected,
CLM05263,POL25354,18/12/2025,Collision,500000,Under Review,
CLM05264,POL01288,04/05/2025,Fire,75000,Pending,
CLM05265,POL14264,19/12/2021,Theft,,Approved,15/04/2022
CLM05266,POL21937,18/06/2024,Fire,120000,Pending,
CLM05267,POL13232,16/11/2023,Accident,90000,Rejected,
CLM05268,POL19595,20/01/2023,Flood,,Pending,
CLM05269,POL27440,16/07/2025,Burglary,500000,Rejected,
CLM05270,POL16445,06/07/2023,Fire,500000,Pending,
CLM05271,POL23976,12/11/2024,Theft,45000,Approved,21/12/2024
CLM05272,POL13622,30/05/2024,Accident,120000,Approved,14/09/2024
CLM05273,POL27406,05/09/2025,Flood,90000,Approved,21/11/2025
CLM05274,POL09842,11/01/2023,Fire,500000,Under Review,
CLM05275,POL07028,11/11/2020,Theft,75000,Rejected,
CLM05276,POL11132,02/10/2020,Theft,75000,Rejected,
CLM05277,POL25867,29/02/2024,Theft,90000,Pending,
CLM05278,POL09614,31/08/2023,Collision,90000,Approved,09/12/2023
CLM05279,POL29571,13/01/2023,Fire,90000,Approved,16/04/2023
CLM05280,POL01763,15/12/2023,Burglary,90000,Under Review,
CLM05281,POL19263,28/02/2022,Illness,45000,Under Review,
CLM05282,POL14574,07/05/2022,Fire,250000,Approved,27/07/2022
CLM05283,POL29346,17/11/2023,Fire,75000,Under Review,
CLM05284,POL15583,06/05/2024,Collision,90000,Rejected,
CLM05285,POL17540,29/07/2022,Collision,75000,Under Review,
CLM05286,POL21325,07/12/2021,Illness,120000,Pending,
CLM05287,POL04889,12/02/2022,Illness,45000,Approved,29/04/2022
CLM05288,POL05150,08/10/2022,Collision,120000,Rejected,
CLM05289,POL27668,03/03/2022,Burglary,90000,Under Review,
CLM05290,POL12618,03/07/2025,Fire,250000,Under Review,
CLM05291,POL05124,24/08/2021,Burglary,,Approved,03/09/2021
CLM05292,POL17825,14/01/2022,Collision,120000,Rejected,
CLM05293,POL04363,20/12/2021,Illness,250000,Pending,
CLM05294,POL15294,13/06/2021,Collision,45000,Under Review,
CLM05295,POL01086,07/01/2025,Burglary,120000,Approved,13/02/2025
CLM05296,POL28820,16/09/2020,Illness,120000,Rejected,
CLM05297,POL12928,27/08/2025,Accident,500000,Pending,
CLM05298,POL19411,07/02/2021,Illness,75000,Rejected,
CLM05299,POL20565,26/04/2022,Illness,500000,Under Review,
CLM05300,POL12525,24/04/2024,Theft,500000,Approved,09/05/2024
CLM05301,POL13376,01/04/2021,Collision,90000,Pending,
CLM05302,POL21695,12/06/2024,Illness,45000,Approved,30/08/2024
CLM05303,POL27995,24/05/2023,Burglary,45000,Under Review,
CLM05304,POL21265,24/09/2021,Collision,250000,Pending,
CLM05305,POL14078,24/12/2023,Burglary,90000,Under Review,
CLM05306,POL12944,27/09/2020,Flood,120000,Pending,
CLM05307,POL27495,02/06/2021,Burglary,120000,Rejected,
CLM05308,POL28956,27/07/2025,Accident,75000,Pending,
CLM05309,POL21235,29/04/2025,Illness,90000,Approved,09/08/2025
CLM05310,POL21223,21/09/2022,Theft,45000,Pending,
CLM05311,POL29362,09/06/2025,Illness,90000,Rejected,
CLM05312,POL26344,20/12/2026,Flood,120000,Approved,01/02/2027
CLM05313,POL22445,02/05/2022,Accident,45000,Pending,
CLM05314,POL02118,31/08/2023,Illness,45000,Approved,25/12/2023
CLM05315,POL00230,02/08/2021,Illness,,Rejected,
CLM05316,POL14488,03/06/2020,Fire,90000,Rejected,
CLM05317,POL10621,04/04/2026,Theft,120000,Approved,04/06/2026
CLM05318,POL08521,11/07/2022,Collision,500000,Under Review,
CLM05319,POL12187,17/03/2023,Collision,90000,Pending,
CLM05320,POL03535,09/02/2023,Flood,45000,Approved,06/05/2023
CLM05321,POL21467,30/01/2027,Burglary,250000,Under Review,
CLM05322,POL11045,16/05/2020,Collision,250000,Rejected,
CLM05323,POL21651,30/11/2025,Accident,500000,Pending,
CLM05324,POL29235,06/11/2021,Accident,500000,Under Review,
CLM05325,POL10838,12/05/2022,Fire,500000,Under Review,
CLM05326,POL07606,25/05/2026,Flood,120000,Approved,02/09/2026
CLM05327,POL21192,29/04/2021,Accident,120000,Under Review,
CLM05328,POL15805,21/05/2024,Theft,250000,Pending,
CLM05329,POL12505,08/08/2021,Flood,250000,Rejected,
CLM05330,POL09859,25/12/2024,Fire,90000,Rejected,
CLM05331,POL17808,23/01/2022,Flood,90000,Pending,
CLM05332,POL12670,20/02/2025,Burglary,90000,Approved,12/03/2025
CLM05333,POL10520,15/07/2020,Accident,75000,Rejected,
CLM05334,POL17852,09/06/2021,Flood,500000,Under Review,
CLM05335,POL04556,28/02/2024,Accident,500000,Pending,
CLM05336,POL25274,02/09/2025,Theft,,Approved,02/10/2025
CLM05337,POL21407,10/02/2023,Illness,120000,Pending,
CLM05338,POL13697,13/10/2022,Collision,45000,Under Review,
CLM05339,POL09103,05/07/2024,Accident,75000,Pending,
CLM05340,POL06336,04/11/2026,Flood,90000,Approved,27/12/2026
CLM05341,POL22839,15/02/2025,Accident,120000,Pending,
CLM05342,POL12656,11/03/2024,Theft,75000,Under Review,
CLM05343,POL08625,09/10/2023,Flood,90000,Rejected,
CLM05344,POL21794,13/03/2023,Collision,90000,Under Review,
CLM05345,POL28656,12/04/2023,Collision,75000,Pending,
CLM05346,POL07233,09/03/2022,Accident,250000,Under Review,
CLM05347,POL29695,16/01/2022,Flood,500000,Pending,
CLM05348,POL01836,04/06/2025,Burglary,75000,Under Review,
CLM05349,POL00342,30/04/2022,Fire,500000,Rejected,
CLM05350,POL11943,14/07/2025,Theft,250000,Rejected,
CLM05351,POL15785,14/10/2023,Accident,250000,Under Review,
CLM05352,POL00356,17/11/2025,Fire,120000,Under Review,
CLM05353,POL15973,09/05/2023,Flood,45000,Pending,
CLM05354,POL21910,15/04/2024,Flood,120000,Rejected,
CLM05355,POL07507,16/05/2022,Fire,120000,Under Review,
CLM05356,POL24317,21/01/2022,Illness,,Rejected,
CLM05357,POL07003,04/02/2020,Accident,250000,Pending,
CLM05358,POL27106,27/11/2024,Collision,250000,Approved,05/03/2025
CLM05359,POL05860,17/08/2024,Accident,500000,Pending,
CLM05360,POL26256,25/10/2022,Flood,120000,Approved,24/01/2023
CLM05361,POL15415,02/03/2024,Theft,75000,Under Review,
CLM05362,POL22290,22/07/2024,Collision,500000,Under Review,
CLM05363,POL08179,02/10/2023,Accident,500000,Pending,
CLM05364,POL17767,12/03/2023,Flood,45000,Rejected,
CLM05365,POL07445,14/01/2026,Accident,250000,Rejected,
CLM05366,POL01678,23/12/2024,Accident,90000,Rejected,
CLM05367,POL02066,17/12/2025,Fire,90000,Under Review,
CLM05368,POL14187,13/03/2022,Theft,90000,Approved,05/07/2022
CLM05369,POL15418,11/09/2024,Fire,250000,Under Review,
CLM05370,POL24746,14/04/2021,Illness,75000,Rejected,
CLM05371,POL06372,07/07/2022,Fire,90000,Pending,
CLM05372,POL22637,11/01/2027,Collision,250000,Pending,
CLM05373,POL01844,08/07/2026,Theft,250000,Under Review,
CLM05374,POL20976,31/12/2022,Burglary,120000,Approved,18/03/2023
CLM05375,POL14299,29/11/2022,Theft,45000,Approved,11/02/2023
CLM05376,POL25841,20/02/2022,Fire,75000,Rejected,
CLM05377,POL26386,23/08/2021,Accident,75000,Rejected,
CLM05378,POL21971,02/08/2020,Illness,75000,Approved,08/10/2020
CLM05379,POL16645,09/10/2022,Theft,75000,Approved,28/01/2023
CLM05380,POL16577,03/05/2022,Flood,45000,Rejected,
CLM05381,POL22547,29/08/2025,Burglary,250000,Approved,14/12/2025
CLM05382,POL04269,10/01/2025,Collision,250000,Under Review,
CLM05383,POL20803,01/11/2026,Fire,120000,Under Review,
CLM05384,POL13304,08/08/2021,Collision,90000,Pending,
CLM05385,POL22042,16/09/2021,Accident,90000,Rejected,
CLM05386,POL29001,16/12/2024,Accident,120000,Rejected,
CLM05387,POL19033,27/11/2024,Burglary,250000,Under Review,
CLM05388,POL20928,17/04/2025,Collision,500000,Approved,25/04/2025
CLM05389,POL18048,15/03/2022,Flood,75000,Approved,01/05/2022
CLM05390,POL20133,15/07/2024,Flood,45000,Under Review,
CLM05391,POL11143,22/10/2025,Accident,90000,Under Review,
CLM05392,POL18154,05/04/2026,Illness,120000,Approved,06/06/2026
CLM05393,POL09176,18/10/2022,Accident,120000,Pending,
CLM05394,POL11233,03/09/2025,Fire,120000,Pending,
CLM05395,POL26443,23/05/2024,Theft,45000,Pending,
CLM05396,POL18586,10/03/2023,Burglary,75000,Rejected,
CLM05397,POL11970,07/10/2022,Collision,45000,Under Review,
CLM05398,POL22725,06/11/2022,Collision,75000,Under Review,
CLM05399,POL17601,15/01/2025,Accident,90000,Rejected,
CLM05400,POL04849,30/07/2024,Burglary,75000,Under Review,
CLM05401,POL01073,10/08/2023,Flood,75000,Approved,03/10/2023
CLM05402,POL25844,18/03/2020,Fire,75000,Approved,01/05/2020
CLM05403,POL29871,05/08/2020,Illness,500000,Approved,23/08/2020
CLM05404,POL29279,26/01/2025,Accident,120000,Pending,
CLM05405,POL04883,19/05/2026,Burglary,120000,Pending,
CLM05406,POL14680,11/01/2026,Accident,90000,Pending,
CLM05407,POL28143,12/06/2023,Collision,500000,Rejected,
CLM05408,POL24075,31/12/2022,Flood,120000,Approved,29/04/2023
CLM05409,POL11172,15/01/2024,Theft,90000,Approved,02/05/2024
CLM05410,POL02891,09/01/2025,Accident,45000,Under Review,
CLM05411,POL08351,08/09/2023,Illness,45000,Under Review,
CLM05412,POL10938,14/11/2021,Fire,45000,Under Review,
CLM05413,POL13692,07/07/2022,Theft,90000,Pending,
CLM05414,POL26849,31/05/2020,Burglary,90000,Rejected,
CLM05415,POL15451,21/11/2023,Fire,75000,Under Review,
CLM05416,POL02240,23/12/2021,Accident,250000,Under Review,
CLM05417,POL15678,05/06/2021,Collision,120000,Pending,
CLM05418,POL04650,28/12/2024,Illness,75000,Under Review,
CLM05419,POL18264,29/11/2024,Fire,75000,Rejected,
CLM05420,POL23989,11/01/2024,Collision,90000,Pending,
CLM05421,POL24649,11/10/2026,Flood,250000,Pending,
CLM05422,POL22484,29/04/2020,Fire,500000,Under Review,
CLM05423,POL22472,20/12/2021,Collision,120000,Under Review,
CLM05424,POL14516,17/03/2023,Illness,45000,Under Review,
CLM05425,POL11947,04/03/2024,Burglary,120000,Approved,29/04/2024
CLM05426,POL26010,06/05/2024,Collision,90000,Pending,
CLM05427,POL11206,11/02/2021,Burglary,45000,Under Review,
CLM05428,POL00969,13/02/2024,Burglary,,Under Review,
CLM05429,POL23548,24/08/2023,Illness,75000,Pending,
CLM05430,POL13718,13/12/2025,Burglary,500000,Under Review,
CLM05431,POL05062,06/12/2023,Collision,250000,Approved,02/01/2024
CLM05432,POL10802,25/06/2023,Fire,90000,Pending,
CLM05433,POL21702,21/07/2022,Accident,500000,Pending,
CLM05434,POL28861,25/11/2021,Fire,500000,Pending,
CLM05435,POL00876,04/08/2024,Flood,75000,Approved,24/11/2024
CLM05436,POL03733,02/10/2020,Flood,45000,Under Review,
CLM05437,POL08338,05/12/2022,Theft,90000,Pending,
CLM05438,POL08433,05/08/2025,Accident,120000,Approved,12/08/2025
CLM05439,POL07539,03/04/2022,Accident,75000,Approved,23/07/2022
CLM05440,POL10915,05/02/2022,Collision,500000,Approved,02/03/2022
CLM05441,POL10628,12/07/2021,Theft,250000,Pending,
CLM05442,POL02069,03/07/2020,Collision,120000,Approved,18/07/2020
CLM05443,POL11854,25/04/2023,Accident,75000,Pending,
CLM05444,POL03517,25/01/2022,Theft,250000,Approved,02/05/2022
CLM05445,POL06134,29/11/2022,Accident,500000,Rejected,
CLM05446,POL14512,09/11/2024,Flood,90000,Approved,20/01/2025
CLM05447,POL13713,12/05/2025,Theft,250000,Pending,
CLM05448,POL09151,26/11/2023,Collision,500000,Under Review,
CLM05449,POL29029,26/01/2023,Burglary,90000,Approved,19/05/2023
CLM05450,POL07108,31/08/2020,Collision,45000,Rejected,
CLM05451,POL18350,10/03/2022,Collision,250000,Approved,08/05/2022
CLM05452,POL24706,20/06/2025,Burglary,90000,Pending,
CLM05453,POL05003,18/10/2024,Accident,90000,Under Review,
CLM05454,POL08834,04/01/2021,Collision,250000,Approved,27/04/2021
CLM05455,POL17094,23/06/2026,Accident,250000,Approved,02/10/2026
CLM05456,POL29305,18/02/2025,Theft,500000,Under Review,
CLM05457,POL13090,20/02/2022,Collision,120000,Under Review,
CLM05458,POL13756,06/10/2023,Fire,120000,Under Review,
CLM05459,POL13087,06/10/2022,Fire,45000,Under Review,
CLM05460,POL21519,01/02/2022,Illness,90000,Approved,23/05/2022
CLM05461,POL15638,05/03/2024,Burglary,500000,Approved,17/05/2024
CLM05462,POL10390,24/02/2024,Illness,45000,Rejected,
CLM05463,POL05624,04/12/2025,Collision,75000,Rejected,
CLM05464,POL28292,31/03/2023,Collision,75000,Pending,
CLM05465,POL13475,26/12/2026,Burglary,500000,Approved,16/04/2027
CLM05466,POL15333,25/04/2026,Flood,45000,Approved,31/07/2026
CLM05467,POL05055,14/12/2023,Flood,,Approved,25/02/2024
CLM05468,POL11782,27/11/2025,Burglary,120000,Rejected,
CLM05469,POL16348,17/09/2020,Burglary,120000,Pending,
CLM05470,POL12587,18/08/2025,Fire,90000,Rejected,
CLM05471,POL14262,05/02/2024,Flood,45000,Approved,12/02/2024
CLM05472,POL06588,16/03/2024,Collision,90000,Pending,
CLM05473,POL06662,21/12/2024,Fire,45000,Under Review,
CLM05474,POL08486,04/08/2022,Illness,500000,Rejected,
CLM05475,POL04166,18/03/2025,Accident,120000,Pending,
CLM05476,POL16297,18/05/2022,Illness,250000,Rejected,
CLM05477,POL06584,28/04/2024,Illness,250000,Pending,
CLM05478,POL01108,25/02/2023,Theft,75000,Approved,10/06/2023
CLM05479,POL15663,06/08/2025,Fire,120000,Approved,30/10/2025
CLM05480,POL01051,19/10/2024,Burglary,500000,Pending,
CLM05481,POL18403,09/02/2025,Accident,120000,Approved,15/05/2025
