PolicyNo,CustomerID,ProductID,AgentID,StartDate,EndDate,Status
POL21905,CUST0768,PROD014,AGT115,2022-12-16,2023-12-11,Expired
POL21906,CUST1554,PROD014,AGT012,2022-08-17,2025-08-01,Active
POL21907,CUST2968,PROD020,AGT001,2023-09-04,2025-08-24,Active
POL21908,CUST2619,PROD013,AGT071,2021-08-29,2022-08-24,Active
POL21909,CUST1644,PROD018,AGT028,2023-04-06,2026-03-21,Active
POL21910,CUST2024,PROD018,AGT052,2021-07-09,2024-06-23,Active
POL21911,CUST1054,PROD017,AGT042,2021-11-08,2022-05-07,Active
POL21912,CUST0346,PROD016,AGT053,2022-03-13,2024-03-02,Expired
POL21913,CUST2915,PROD019,AGT021,2020-09-30,2021-09-25,Expired
POL21914,CUST2683,PROD011,AGT004,2022-09-11,2024-08-31,Active
POL21915,CUST1916,PROD006,AGT002,2023-11-15,2025-11-04,Active
POL21916,CUST1181,PROD004,AGT028,2022-01-29,2024-01-19,Active
POL21917,CUST0673,PROD013,AGT112,2021-04-07,2023-03-28,Active
POL21918,CUST2332,PROD009,AGT084,2023-08-11,2025-07-31,Expired
POL21919,CUST1922,PROD006,AGT012,2020-05-20,2021-05-15,Expired
POL21920,CUST2794,PROD013,AGT097,2022-08-12,2023-08-07,Active
POL21921,CUST1198,PROD012,AGT082,2023-01-05,2023-12-31,Active
POL21922,CUST0253,PROD010,AGT079,2022-05-02,2023-04-27,Expired
POL21923,CUST1909,PROD004,AGT075,2024-10-06,2025-10-01,Active
POL21924,CUST0828,PROD017,AGT010,2023-09-14,2025-09-03,Active
POL21925,CUST1105,PROD008,AGT114,2022-10-18,2023-10-13,Active
POL21926,CUST1129,PROD018,AGT019,2022-03-28,2023-03-23,Expired
POL21927,CUST2033,PROD005,AGT045,2023-02-06,2024-02-01,Active
POL21928,CUST0691,PROD003,AGT033,2023-07-12,2025-07-01,Expired
POL21929,CUST1383,PROD013,AGT087,2023-06-26,2024-06-20,Cancelled
POL21930,CUST1892,PROD009,AGT106,2022-01-06,2022-07-05,Active
POL21931,CUST0192,PROD015,AGT109,2024-05-02,2026-04-22,Active
POL21932,CUST0789,PROD012,AGT114,2021-01-18,2022-01-13,Active
POL21933,CUST1081,PROD018,AGT020,2022-03-01,2023-02-24,Expired
POL21934,CUST0672,PROD019,AGT018,2021-08-24,2023-08-14,Active
POL21935,CUST0388,PROD003,AGT025,2021-08-24,2022-08-19,Expired
POL21936,CUST2223,PROD004,AGT088,2024-08-26,2026-08-16,Cancelled
POL21937,CUST0888,PROD001,AGT074,2023-01-31,2025-01-20,Cancelled
POL21938,CUST0500,PROD011,AGT033,2024-08-06,2026-07-27,Expired
POL21939,CUST1128,PROD015,AGT062,2024-05-18,2025-05-13,Cancelled
POL21940,CUST2876,PROD006,AGT071,2024-06-03,2026-05-24,Active
POL21941,CUST0863,PROD017,AGT029,2023-06-14,2024-06-08,Active
POL21942,CUST0169,PROD002,AGT045,2023-04-01,2024-03-26,Active
POL21943,CUST2953,PROD019,AGT093,2021-07-25,2022-07-20,Active
POL21944,CUST2833,PROD010,AGT017,2023-12-28,2024-12-22,Active
POL21945,CUST2169,PROD015,AGT045,2024-05-21,2024-11-17,Expired
POL21946,CUST1845,PROD002,AGT019,2022-10-06,2023-10-01,Expired
POL21947,CUST0634,PROD009,AGT083,2023-04-14,2025-04-03,Expired
POL21948,CUST2139,PROD013,AGT061,2020-12-04,2021-11-29,Active
POL21949,CUST1686,PROD002,AGT024,2023-03-10,2024-03-04,Expired
POL21950,CUST0598,PROD017,AGT088,2020-10-22,2021-04-20,Cancelled
POL21951,CUST1562,PROD006,AGT105,2024-02-21,2025-02-15,Expired
POL21952,CUST1096,PROD013,AGT034,2024-11-11,2025-11-06,Active
POL21953,CUST2359,PROD004,AGT012,2024-05-18,2025-05-13,Active
POL21954,CUST1607,PROD020,AGT030,2023-06-18,2026-06-02,Active
POL21955,CUST2029,PROD003,AGT067,2022-04-09,2023-04-04,Expired
POL21956,CUST1390,PROD006,AGT094,2022-12-13,2023-06-11,Active
POL21957,CUST0889,PROD017,AGT066,2020-09-26,2022-09-16,Expired
POL21958,CUST0576,PROD008,AGT074,2023-05-11,2023-11-07,Active
POL21959,CUST1819,PROD017,AGT041,2024-10-13,2026-10-03,Active
POL21960,CUST2821,PROD007,AGT080,2022-09-22,2023-03-21,Active
POL21961,CUST0581,PROD008,AGT091,2023-08-29,2025-08-18,Active
POL21962,CUST0764,PROD010,AGT097,2022-08-18,2024-08-07,Active
POL21963,CUST2646,PROD018,AGT013,2022-02-04,2022-08-03,Active
POL21964,CUST0921,PROD002,AGT091,2023-11-16,2025-11-05,Expired
POL21965,CUST1904,PROD011,AGT071,2021-01-14,2023-01-04,Active
POL21966,CUST2631,PROD003,AGT079,2021-11-03,2022-10-29,Active
POL21967,CUST2421,PROD019,AGT014,2021-03-15,2021-09-11,Expired
POL21968,CUST1791,PROD010,AGT027,2022-12-12,2023-12-07,Expired
POL21969,CUST2258,PROD020,AGT022,2022-04-02,2024-03-22,Active
POL21970,CUST1299,PROD020,AGT063,2023-11-23,2026-11-07,Active
POL21971,CUST0193,PROD005,AGT073,2020-05-28,2020-11-24,Active
POL21972,CUST2322,PROD003,AGT017,2020-04-12,2021-04-07,Expired
POL21973,CUST1528,PROD006,AGT030,2023-12-06,2026-11-20,Expired
POL21974,CUST1902,PROD018,AGT037,2025-01-12,2027-12-28,Expired
POL21975,CUST2169,PROD015,AGT107,2021-11-22,2023-11-12,Cancelled
POL21976,CUST1970,PROD006,AGT045,2022-02-19,2025-02-03,Cancelled
POL21977,CUST0701,PROD001,AGT118,2024-04-21,2024-10-18,Active
POL21978,CUST1246,PROD020,AGT103,2023-06-12,2024-06-06,Cancelled
POL21979,CUST0384,PROD016,AGT054,2023-07-18,2026-07-02,Active
POL21980,CUST2656,PROD020,AGT025,2023-05-21,2025-05-10,Active
POL21981,CUST0650,PROD016,AGT087,2022-01-29,2022-07-28,Active
POL21982,CUST1282,PROD014,AGT030,2023-07-17,2026-07-01,Active
POL21983,CUST0068,PROD002,AGT071,2020-04-08,2022-03-29,Active
POL21984,CUST0423,PROD016,AGT050,2021-11-13,2024-10-28,Expired
POL21985,CUST1352,PROD011,AGT003,2023-06-16,2025-06-05,Expired
POL21986,CUST0586,PROD011,AGT053,2023-05-22,2024-05-16,Expired
POL21987,CUST2964,PROD009,AGT116,2020-06-13,2021-06-08,Expired
POL21988,CUST0567,PROD020,AGT070,2022-08-23,2023-08-18,Expired
POL21989,CUST2312,PROD007,AGT091,2020-02-15,2021-02-09,Cancelled
POL21990,CUST0222,PROD003,AGT026,2025-02-07,2026-02-02,Active
POL21991,CUST1741,PROD014,AGT056,2021-09-19,2023-09-09,Active
POL21992,CUST0609,PROD002,AGT011,2024-06-30,2025-06-25,Active
POL21993,CUST2416,PROD015,AGT084,2022-01-02,2024-12-17,Active
POL21994,CUST0019,PROD012,AGT038,2020-07-15,2021-01-11,Active
POL21995,CUST0009,PROD008,AGT013,2023-10-21,2025-10-10,Active
POL21996,CUST0043,PROD008,AGT024,2025-03-17,2027-03-07,Active
POL21997,CUST0264,PROD008,AGT036,2024-11-12,2026-11-02,Cancelled
POL21998,CUST1919,PROD010,AGT022,2025-02-26,2025-08-25,Active
POL21999,CUST2451,PROD019,AGT057,2023-02-07,2025-01-27,Active
POL22000,CUST0596,PROD009,AGT017,2020-06-13,2021-06-08,Expired
POL22001,CUST0506,PROD006,AGT011,2021-05-28,2022-05-23,Active
POL22002,CUST0790,PROD018,AGT077,2022-02-13,2022-08-12,Active
POL22003,CUST2876,PROD006,AGT069,2021-01-21,2022-01-16,Active
POL22004,CUST1276,PROD020,AGT048,2020-09-10,2021-03-09,Active
POL22005,CUST0172,PROD011,AGT117,2021-01-04,2022-12-25,Active
POL22006,CUST2775,PROD016,AGT070,2024-09-19,2025-09-14,Active
POL22007,CUST0288,PROD009,AGT084,2025-01-27,2026-01-22,Active
POL22008,CUST0180,PROD001,AGT062,2020-04-22,2023-04-07,Active
POL22009,CUST0333,PROD019,AGT109,2025-01-13,2027-01-03,Active
POL22010,CUST2141,PROD005,AGT031,2024-06-24,2024-12-21,Active
POL22011,CUST2279,PROD007,AGT120,2020-08-07,2021-02-03,
POL22012,CUST1472,PROD007,AGT086,2024-06-14,2025-06-09,Expired
POL22013,CUST0405,PROD019,AGT053,2021-07-15,2024-06-29,Active
POL22014,CUST0370,PROD020,AGT056,2021-07-17,2022-07-12,Expired
POL22015,CUST1560,PROD015,AGT101,2024-03-29,2026-03-19,Active
POL22016,CUST1836,PROD019,AGT055,2023-11-28,2024-11-22,Expired
POL22017,CUST1162,PROD019,AGT107,2021-07-07,2023-06-27,Cancelled
POL22018,CUST0364,PROD019,AGT099,2025-01-12,2027-12-28,Active
POL22019,CUST1898,PROD011,AGT061,2022-12-12,2024-12-01,Cancelled
POL22020,CUST1653,PROD014,AGT084,2023-04-11,2024-04-05,Expired
POL22021,CUST0105,PROD013,AGT042,2020-01-12,2022-01-01,Active
POL22022,CUST0049,PROD006,AGT005,2024-02-01,2024-07-30,Active
POL22023,CUST0723,PROD003,AGT115,2022-06-25,2023-06-20,Active
POL22024,CUST2379,PROD015,AGT073,2024-05-24,2024-11-20,Expired
POL22025,CUST2294,PROD011,AGT027,2021-03-25,2022-03-20,Cancelled
POL22026,CUST0946,PROD016,AGT080,2020-11-03,2021-10-29,Expired
POL22027,CUST1924,PROD013,AGT076,2025-02-22,2028-02-07,Active
POL22028,CUST0389,PROD001,AGT073,2021-08-08,2022-08-03,Expired
POL22029,CUST1960,PROD005,AGT022,2024-02-25,2027-02-09,Active
POL22030,CUST2080,PROD001,AGT057,2024-06-18,2027-06-03,Active
POL22031,CUST2494,PROD011,AGT109,2023-08-01,2024-07-26,Cancelled
POL22032,CUST1707,PROD002,AGT069,2024-04-08,2025-04-03,Active
POL22033,CUST1978,PROD005,AGT109,2022-08-17,2023-02-13,Expired
POL22034,CUST0102,PROD007,AGT001,2024-01-29,2025-01-23,Cancelled
POL22035,CUST0493,PROD009,AGT028,2022-12-13,2025-11-27,Expired
POL22036,CUST2136,PROD008,AGT064,2024-03-28,2025-03-23,Expired
POL22037,CUST2782,PROD017,AGT093,2025-04-25,2026-04-20,Active
POL22038,CUST0956,PROD001,AGT058,2020-09-01,2021-08-27,Active
POL22039,CUST1263,PROD009,AGT072,2023-12-26,2025-12-15,Active
POL22040,CUST2770,PROD001,AGT008,2020-09-18,2021-09-13,Active
POL22041,CUST0837,PROD001,AGT005,2024-09-25,2025-09-20,Active
POL22042,CUST2684,PROD018,AGT116,2021-08-30,2022-08-25,Active
POL22043,CUST0101,PROD002,AGT024,2025-04-25,2026-04-20,Expired
POL22044,CUST1926,PROD019,AGT028,2021-07-08,2022-07-03,Active
POL22045,CUST1826,PROD009,AGT118,2025-03-12,2027-03-02,Active
POL22046,CUST1200,PROD001,AGT113,2024-07-09,2025-07-04,Cancelled
POL22047,CUST1544,PROD020,AGT040,2025-01-06,2026-01-01,Active
POL22048,CUST1058,PROD001,AGT067,2021-08-18,2022-08-13,Active
POL22049,CUST2332,PROD012,AGT035,2023-07-29,2025-07-18,Active
POL22050,CUST2097,PROD006,AGT040,2021-05-06,2022-05-01,Active
POL22051,CUST0204,PROD011,AGT040,2022-04-25,2023-04-20,Expired
POL22052,CUST0003,PROD013,AGT064,2020-09-30,2022-09-20,Active
POL22053,CUST0839,PROD007,AGT028,2025-01-09,2025-07-08,Active
POL22054,CUST1804,PROD017,AGT114,2021-03-10,2024-02-23,Active
POL22055,CUST2377,PROD005,AGT013,2022-08-26,2023-08-21,Expired
POL22056,CUST0410,PROD003,AGT116,2021-06-22,2023-06-12,Active
POL22057,CUST2840,PROD005,AGT035,2021-05-05,2022-04-30,Active
POL22058,CUST1651,PROD017,AGT008,2022-03-11,2025-02-23,Active
POL22059,CUST0098,PROD013,AGT109,2024-05-30,2025-05-25,Expired
POL22060,CUST0508,PROD011,AGT059,2023-03-01,2024-02-24,Cancelled
POL22061,CUST1227,PROD006,AGT103,2023-09-05,2025-08-25,Expired
POL22062,CUST2653,PROD011,AGT072,2025-04-14,2027-04-04,Active
POL22063,CUST2701,PROD013,AGT008,2021-01-29,2023-01-19,Expired
POL22064,CUST1404,PROD015,AGT083,2023-11-30,2026-11-14,Expired
POL22065,CUST2509,PROD019,AGT025,2020-12-20,2021-06-18,Cancelled
POL22066,CUST1184,PROD017,AGT036,2025-01-09,2026-01-04,Active
POL22067,CUST1055,PROD005,AGT056,2024-09-20,2027-09-05,Expired
POL22068,CUST0737,PROD008,AGT109,2022-06-06,2022-12-03,Active
POL22069,CUST1831,PROD003,AGT111,2021-10-19,2023-10-09,Expired
POL22070,CUST2752,PROD010,AGT032,2021-03-19,2022-03-14,Active
POL22071,CUST0775,PROD013,AGT022,2023-12-23,2026-12-07,Active
POL22072,CUST1814,PROD003,AGT106,2022-11-17,2025-11-01,Active
POL22073,CUST2481,PROD019,AGT047,2022-05-02,2023-04-27,Active
POL22074,CUST0076,PROD005,AGT107,2020-12-15,2021-12-10,Active
POL22075,CUST2859,PROD014,AGT062,2021-09-24,2022-03-23,Active
POL22076,CUST0162,PROD010,AGT007,2025-01-18,2027-01-08,Expired
POL22077,CUST2153,PROD008,AGT017,2022-07-25,2023-07-20,Expired
POL22078,CUST0237,PROD019,AGT114,2021-01-28,2022-01-23,Active
POL22079,CUST2929,PROD019,AGT003,2020-05-11,2021-05-06,Cancelled
POL22080,CUST0809,PROD020,AGT085,2020-09-05,2022-08-26,Active
POL22081,CUST2076,PROD002,AGT043,2023-01-02,2025-12-17,Active
POL22082,CUST0403,PROD003,AGT104,2020-02-13,2021-02-07,Active
POL22083,CUST2574,PROD009,AGT003,2025-03-02,2027-02-20,
POL22084,CUST1026,PROD015,AGT120,2021-03-30,2023-03-20,Cancelled
POL22085,CUST0678,PROD009,AGT016,2025-05-22,2026-05-17,Active
POL22086,CUST1659,PROD015,AGT020,2022-07-10,2023-07-05,Expired
POL22087,CUST2049,PROD009,AGT086,2020-04-25,2022-04-15,Active
POL22088,CUST1000,PROD013,AGT004,2022-02-07,2022-08-06,Active
POL22089,CUST0311,PROD014,AGT062,2024-06-09,2025-06-04,Cancelled
POL22090,CUST1801,PROD004,AGT096,2020-03-20,2021-03-15,Active
POL22091,CUST1170,PROD009,AGT039,2023-03-16,2024-03-10,Active
POL22092,CUST1408,PROD004,AGT029,2020-07-21,2021-01-17,Active
POL22093,CUST1760,PROD014,AGT065,2024-08-02,2027-07-18,Active
POL22094,CUST0237,PROD005,AGT015,2020-04-21,2021-04-16,Expired
POL22095,CUST2471,PROD011,AGT047,2023-08-05,2024-07-30,Expired
POL22096,CUST2015,PROD005,AGT051,2021-02-19,2022-02-14,Active
POL22097,CUST1629,PROD004,AGT062,2020-04-11,2022-04-01,Active
POL22098,CUST2373,PROD009,AGT068,2023-04-06,2025-03-26,Active
POL22099,CUST1130,PROD019,AGT103,2021-05-25,2023-05-15,Active
POL22100,CUST1374,PROD011,AGT002,2021-12-23,2022-12-18,Expired
POL22101,CUST2133,PROD007,AGT120,2022-09-13,2023-03-12,Active
POL22102,CUST1144,PROD017,AGT109,2021-02-14,2024-01-30,Active
POL22103,CUST1231,PROD020,AGT049,2023-01-03,2023-12-29,Cancelled
POL22104,CUST1925,PROD005,AGT088,2022-02-22,2024-02-12,Active
POL22105,CUST2891,PROD016,AGT040,2021-05-08,2024-04-22,Active
POL22106,CUST1410,PROD017,AGT088,2020-09-20,2022-09-10,Active
POL22107,CUST1406,PROD006,AGT108,2025-03-21,2026-03-16,Cancelled
POL22108,CUST1190,PROD008,AGT044,2022-07-17,2024-07-06,Active
POL22109,CUST0720,PROD009,AGT100,2025-01-19,2027-01-09,
POL22110,CUST1108,PROD017,AGT112,2025-02-16,2025-08-15,Active
POL22111,CUST1623,PROD017,AGT076,2022-03-03,2022-08-30,
POL22112,CUST0319,PROD004,AGT018,2021-10-03,2024-09-17,Active
POL22113,CUST2041,PROD012,AGT060,2025-06-02,2026-05-28,Active
POL22114,CUST1337,PROD009,AGT096,2023-01-19,2025-01-08,Cancelled
POL22115,CUST2044,PROD011,AGT120,2020-06-13,2023-05-29,Expired
POL22116,CUST1549,PROD020,AGT114,2022-05-15,2022-11-11,Expired
POL22117,CUST0893,PROD016,AGT003,2021-05-31,2022-05-26,Active
POL22118,CUST1870,PROD005,AGT011,2020-05-17,2020-11-13,Active
POL22119,CUST0025,PROD013,AGT052,2022-03-14,2023-03-09,Active
POL22120,CUST1294,PROD016,AGT079,2024-07-21,2025-01-17,Active
POL22121,CUST2042,PROD001,AGT105,2022-12-14,2023-12-09,Expired
POL22122,CUST0319,PROD013,AGT114,2020-03-03,2021-02-26,Active
POL22123,CUST2803,PROD004,AGT078,2022-08-27,2024-08-16,Active
POL22124,CUST1640,PROD005,AGT006,2020-12-27,2021-06-25,Active
POL22125,CUST0858,PROD006,AGT107,2020-02-28,2022-02-17,Expired
POL22126,CUST0323,PROD017,AGT090,2020-05-09,2022-04-29,Active
POL22127,CUST1074,PROD010,AGT017,2020-04-08,2020-10-05,Active
POL22128,CUST1059,PROD011,AGT053,2023-07-21,2024-07-15,Expired
POL22129,CUST1209,PROD009,AGT025,2020-03-15,2021-03-10,Cancelled
POL22130,CUST2708,PROD009,AGT056,2022-10-29,2023-04-27,Active
POL22131,CUST1351,PROD018,AGT097,2020-07-11,2021-01-07,Active
POL22132,CUST2033,PROD019,AGT117,2021-06-01,2022-05-27,Active
POL22133,CUST0358,PROD017,AGT112,2023-01-18,2025-01-07,Active
POL22134,CUST0542,PROD011,AGT074,2021-12-20,2022-12-15,Active
POL22135,CUST0637,PROD016,AGT048,2022-03-18,2024-03-07,Active
POL22136,CUST2425,PROD007,AGT097,2023-01-05,2023-12-31,Active
POL22137,CUST2293,PROD010,AGT108,2023-05-20,2024-05-14,Expired
POL22138,CUST2913,PROD017,AGT084,2020-12-21,2022-12-11,Active
POL22139,CUST2745,PROD017,AGT097,2024-03-20,2026-03-10,Active
POL22140,CUST1564,PROD005,AGT090,2023-11-11,2024-11-05,Cancelled
POL22141,CUST0303,PROD008,AGT033,2022-08-19,2024-08-08,Active
POL22142,CUST0652,PROD003,AGT034,2020-04-13,2021-04-08,Cancelled
POL22143,CUST2877,PROD018,AGT074,2020-10-11,2021-10-06,Expired
POL22144,CUST1170,PROD009,AGT090,2023-03-04,2025-02-21,Active
POL22145,CUST2211,PROD017,AGT003,2023-07-14,2026-06-28,Active
POL22146,CUST2627,PROD020,AGT058,2022-02-14,2023-02-09,Active
POL22147,CUST2232,PROD016,AGT067,2021-02-05,2024-01-21,Active
POL22148,CUST1268,PROD017,AGT046,2023-07-06,2024-06-30,Active
POL22149,CUST2439,PROD013,AGT063,2020-08-09,2023-07-25,
POL22150,CUST1691,PROD005,AGT071,2021-06-24,2021-12-21,Active
POL22151,CUST0640,PROD009,AGT009,2022-05-13,2024-05-02,Active
POL22152,CUST1885,PROD011,AGT002,2021-01-25,2022-01-20,Active
POL22153,CUST2395,PROD004,AGT090,2022-10-30,2023-04-28,Expired
POL22154,CUST1532,PROD019,AGT058,2021-04-16,2021-10-13,Cancelled
POL22155,CUST0365,PROD018,AGT110,2024-03-31,2025-03-26,Expired
POL22156,CUST0693,PROD012,AGT111,2023-06-20,2023-12-17,Expired
POL22157,CUST0386,PROD006,AGT067,2024-04-04,2027-03-20,Active
POL22158,CUST0465,PROD014,AGT108,2023-11-19,2024-11-13,Active
POL22159,CUST1437,PROD004,AGT101,2024-09-10,2027-08-26,Expired
POL22160,CUST0998,PROD018,AGT046,2024-09-16,2027-09-01,Expired
POL22161,CUST1546,PROD007,AGT081,2024-10-30,2025-10-25,Expired
POL22162,CUST1128,PROD006,AGT120,2020-05-08,2022-04-28,Active
POL22163,CUST2578,PROD001,AGT015,2025-03-30,2025-09-26,
POL22164,CUST2072,PROD018,AGT099,2021-08-07,2022-08-02,Active
POL22165,CUST2086,PROD016,AGT059,2021-10-13,2023-10-03,Active
POL22166,CUST1645,PROD006,AGT083,2022-05-31,2022-11-27,Expired
POL22167,CUST2396,PROD007,AGT071,2022-10-11,2024-09-30,Active
POL22168,CUST0141,PROD014,AGT096,2022-06-02,2022-11-29,Cancelled
POL22169,CUST0476,PROD008,AGT099,2021-03-26,2022-03-21,
POL22170,CUST0875,PROD020,AGT010,2021-06-13,2022-06-08,Expired
POL22171,CUST2901,PROD014,AGT025,2024-08-15,2026-08-05,Active
POL22172,CUST1404,PROD005,AGT006,2022-01-30,2023-01-25,Active
POL22173,CUST1984,PROD009,AGT001,2024-06-28,2027-06-13,Cancelled
POL22174,CUST2892,PROD009,AGT075,2024-07-18,2025-01-14,Active
POL22175,CUST1606,PROD014,AGT026,2024-05-21,2026-05-11,Active
POL22176,CUST2343,PROD001,AGT055,2020-11-21,2022-11-11,Active
POL22177,CUST2243,PROD007,AGT023,2021-10-17,2022-04-15,Active
POL22178,CUST2950,PROD007,AGT072,2023-06-08,2026-05-23,Active
POL22179,CUST2742,PROD019,AGT078,2025-01-04,2025-12-30,Active
POL22180,CUST1572,PROD012,AGT103,2023-05-26,2024-05-20,Active
POL22181,CUST2995,PROD017,AGT081,2021-09-02,2022-03-01,Active
POL22182,CUST2424,PROD020,AGT073,2021-05-11,2024-04-25,Active
POL22183,CUST1106,PROD017,AGT051,2021-02-17,2022-02-12,Expired
POL22184,CUST2996,PROD009,AGT019,2020-12-22,2021-12-17,Active
POL22185,CUST2873,PROD013,AGT007,2023-05-28,2025-05-17,Active
POL22186,CUST0940,PROD018,AGT028,2020-08-14,2021-08-09,Cancelled
POL22187,CUST2766,PROD002,AGT027,2020-08-25,2023-08-10,Active
POL22188,CUST1462,PROD017,AGT013,2024-02-12,2027-01-27,Active
POL22189,CUST2942,PROD004,AGT055,2024-02-13,2025-02-07,Active
POL22190,CUST0588,PROD004,AGT111,2024-11-20,2025-11-15,Active
POL22191,CUST0750,PROD009,AGT023,2020-08-14,2021-08-09,Expired
POL22192,CUST0203,PROD013,AGT083,2024-12-25,2025-06-23,Active
POL22193,CUST0819,PROD011,AGT107,2021-02-08,2024-01-24,Cancelled
POL22194,CUST2528,PROD008,AGT002,2020-08-24,2021-08-19,Expired
POL22195,CUST0105,PROD018,AGT062,2023-10-19,2024-10-13,Cancelled
POL22196,CUST2620,PROD011,AGT105,2025-06-01,2026-05-27,Expired
POL22197,CUST0699,PROD016,AGT082,2022-11-04,2024-10-24,Active
POL22198,CUST1746,PROD006,AGT019,2024-08-11,2027-07-27,Active
POL22199,CUST0673,PROD005,AGT052,2022-02-24,2023-02-19,Active
POL22200,CUST0656,PROD015,AGT012,2022-12-03,2023-11-28,Active
POL22201,CUST0752,PROD013,AGT070,2024-05-28,2027-05-13,Expired
POL22202,CUST1746,PROD006,AGT070,2023-08-20,2026-08-04,Active
POL22203,CUST2060,PROD005,AGT002,2022-01-03,2023-12-24,Cancelled
POL22204,CUST1888,PROD014,AGT086,2022-03-15,2022-09-11,Active
POL22205,CUST0319,PROD002,AGT056,2023-11-23,2024-05-21,Active
POL22206,CUST1479,PROD013,AGT008,2021-12-04,2022-06-02,Active
POL22207,CUST2217,PROD010,AGT031,2024-09-15,2026-09-05,Expired
POL22208,CUST1801,PROD014,AGT052,2022-09-21,2023-09-16,
POL22209,CUST1870,PROD003,AGT004,2021-04-24,2022-04-19,Active
POL22210,CUST2212,PROD019,AGT029,2021-04-03,2023-03-24,Expired
POL22211,CUST1611,PROD010,AGT001,2022-05-02,2024-04-21,Cancelled
POL22212,CUST0614,PROD009,AGT016,2022-11-27,2025-11-11,Expired
POL22213,CUST0802,PROD015,AGT017,2022-02-24,2023-02-19,Expired
POL22214,CUST2498,PROD014,AGT072,2022-09-29,2023-03-28,Active
POL22215,CUST1006,PROD002,AGT080,2021-03-03,2023-02-21,Active
POL22216,CUST0469,PROD008,AGT076,2025-05-24,2026-05-19,Active
POL22217,CUST1013,PROD016,AGT027,2022-02-26,2023-02-21,Active
POL22218,CUST1786,PROD010,AGT066,2023-12-20,2024-12-14,Active
POL22219,CUST1077,PROD003,AGT106,2020-04-26,2021-04-21,Expired
POL22220,CUST0001,PROD011,AGT040,2024-07-04,2027-06-19,Cancelled
POL22221,CUST0589,PROD016,AGT063,2025-02-28,2027-02-18,Active
POL22222,CUST0817,PROD016,AGT096,2024-09-01,2025-08-27,Expired
POL22223,CUST0494,PROD009,AGT095,2020-01-12,2021-01-06,Expired
POL22224,CUST0988,PROD006,AGT106,2022-01-10,2022-07-09,Active
POL22225,CUST0667,PROD014,AGT082,2023-05-03,2025-04-22,Active
POL22226,CUST0137,PROD004,AGT036,2022-06-16,2024-06-05,Active
POL22227,CUST2358,PROD017,AGT109,2023-04-19,2025-04-08,Expired
POL22228,CUST0185,PROD019,AGT010,2025-06-02,2027-05-23,Cancelled
POL22229,CUST2436,PROD009,AGT060,2022-12-30,2023-06-28,Active
POL22230,CUST2094,PROD016,AGT013,2021-11-10,2022-05-09,Active
POL22231,CUST0786,PROD018,AGT018,2022-04-18,2022-10-15,Active
POL22232,CUST1508,PROD002,AGT032,2023-06-09,2024-06-03,Cancelled
POL22233,CUST1117,PROD019,AGT097,2021-06-23,2023-06-13,Active
POL22234,CUST0088,PROD010,AGT053,2021-05-28,2022-05-23,Active
POL22235,CUST1934,PROD008,AGT003,2021-01-21,2024-01-06,Active
POL22236,CUST2359,PROD012,AGT100,2024-11-30,2026-11-20,Cancelled
POL22237,CUST0428,PROD003,AGT023,2021-10-20,2022-10-15,Expired
POL22238,CUST1366,PROD001,AGT011,2020-03-19,2021-03-14,Expired
POL22239,CUST1556,PROD015,AGT104,2025-01-12,2027-01-02,Expired
POL22240,CUST2017,PROD014,AGT030,2020-07-23,2021-07-18,Active
POL22241,CUST2313,PROD008,AGT038,2021-04-19,2023-04-09,Active
POL22242,CUST2577,PROD015,AGT042,2024-07-02,2024-12-29,Active
POL22243,CUST1206,PROD020,AGT110,2025-04-30,2025-10-27,Expired
POL22244,CUST2395,PROD020,AGT068,2020-06-07,2021-06-02,Expired
POL22245,CUST1874,PROD005,AGT002,2025-05-17,2026-05-12,Active
POL22246,CUST1248,PROD018,AGT108,2021-02-09,2022-02-04,Active
POL22247,CUST1688,PROD011,AGT117,2023-10-10,2024-10-04,Active
POL22248,CUST1320,PROD005,AGT001,2020-03-14,2020-09-10,Active
POL22249,CUST1137,PROD007,AGT019,2023-05-24,2024-05-18,Active
POL22250,CUST0120,PROD020,AGT110,2021-08-14,2022-08-09,Expired
POL22251,CUST0163,PROD013,AGT050,2025-01-16,2026-01-11,Active
POL22252,CUST1535,PROD017,AGT004,2023-07-21,2024-07-15,Active
POL22253,CUST1011,PROD004,AGT101,2025-02-08,2026-02-03,Active
POL22254,CUST1421,PROD018,AGT091,2023-08-08,2025-07-28,Expired
POL22255,CUST2949,PROD019,AGT080,2024-05-15,2025-05-10,Active
POL22256,CUST1761,PROD005,AGT066,2023-03-12,2023-09-08,Cancelled
POL22257,CUST0007,PROD005,AGT079,2021-05-30,2022-05-25,Active
POL22258,CUST2390,PROD014,AGT060,2020-12-16,2021-12-11,Expired
POL22259,CUST1622,PROD008,AGT035,2023-04-19,2024-04-13,Active
POL22260,CUST0289,PROD015,AGT076,2022-05-25,2022-11-21,Active
POL22261,CUST1532,PROD010,AGT087,2020-02-11,2021-02-05,Active
POL22262,CUST1243,PROD003,AGT043,2022-05-09,2022-11-05,Expired
POL22263,CUST0865,PROD015,AGT092,2023-06-21,2024-06-15,Active
POL22264,CUST0877,PROD004,AGT031,2025-05-10,2026-05-05,Active
POL22265,CUST1341,PROD008,AGT105,2021-03-27,2021-09-23,Active
POL22266,CUST2979,PROD020,AGT098,2021-06-24,2021-12-21,Active
