RenewalID,PolicyNo,RenewalDate,Amount,PaymentMethod
R20371,POL28003,03/10/2027,180000,USSD
R20372,POL28004,19/10/2024,"₦60,000",Card
R20373,POL28005,14/06/2022,45000,USSD
R20374,POL28006,28/07/2021,60000,USSD
R20375,POL28006,01/08/2022,120000,Cash
R20376,POL28007,04/03/2021,120000,USSD
R20377,POL28008,22/07/2023,180000,Card
R20378,POL28009,26/03/2022,180000,USSD
R20379,POL28010,01/08/2021,60000,Transfer
R20380,POL28012,20/12/2021,"₦45,000",USSD
R20381,POL28013,01/08/2024,60000,Transfer
R20382,POL28014,12/12/2024,120000,USSD
R20383,POL28015,07/11/2021,60000,USSD
R20384,POL28017,03/02/2024,45000,Cash
R20385,POL28018,04/01/2026,45000,Transfer
R20386,POL28019,07/03/2021,45000,Card
R20387,POL28020,16/06/2026,"₦180,000",Card
R20388,POL28021,09/07/2026,45000,Cash
R20389,POL28024,19/09/2024,45000,Transfer
R20390,POL28025,28/09/2025,"₦60,000",Transfer
R20391,POL28026,17/10/2022,90000,Cash
R20392,POL28027,28/09/2022,60000,USSD
R20393,POL28027,13/09/2023,60000,Card
R20394,POL28031,20/07/2027,120000,Cash
R20395,POL28032,08/11/2022,120000,Card
R20396,POL28033,01/11/2024,90000,Cash
R20397,POL28034,21/07/2021,180000,Card
R20398,POL28035,21/05/2023,120000,Cash
R20399,POL28037,13/03/2024,45000,Card
R20400,POL28040,16/03/2023,90000,Cash
R20401,POL28043,01/04/2026,120000,Cash
R20402,POL28044,08/07/2024,120000,Cash
R20403,POL28044,25/06/2025,45000,Cash
R20404,POL28048,07/02/2026,60000,Transfer
R20405,POL28049,17/03/2024,"₦60,000",Cash
R20406,POL28052,14/07/2023,60000,Card
R20407,POL28053,11/04/2024,"₦180,000",USSD
R20408,POL28053,29/03/2025,60000,Cash
R20409,POL28054,17/03/2025,180000,USSD
R20410,POL28054,01/04/2026,,Cash
R20411,POL28055,28/02/2025,180000,Transfer
R20412,POL28056,16/12/2024,180000,USSD
R20413,POL28056,11/12/2025,,USSD
R20414,POL28058,17/06/2023,180000,Card
R20415,POL28059,31/03/2025,60000,Card
R20416,POL28060,22/06/2022,120000,Cash
R20417,POL28061,07/09/2021,180000,Card
R20418,POL28064,05/05/2025,"₦90,000",Cash
R20419,POL28065,01/10/2025,180000,Cash
R20420,POL28065,07/10/2026,90000,USSD
R20421,POL28066,28/06/2023,,Card
R20422,POL28068,15/06/2024,60000,Card
R20423,POL28072,25/07/2025,45000,Transfer
R20424,POL28076,30/04/2025,120000,Cash
R20425,POL28076,09/05/2026,45000,Card
R20426,POL28077,19/08/2027,180000,Cash
R20427,POL28080,23/04/2022,120000,Transfer
R20428,POL28081,03/02/2023,45000,Cash
R20429,POL28082,28/05/2026,60000,USSD
R20430,POL28082,05/05/2027,,Card
R20431,POL28085,22/01/2026,"₦120,000",Transfer
R20432,POL28085,30/01/2027,,Cash
R20433,POL28086,03/06/2025,"₦45,000",Transfer
R20434,POL28087,17/04/2026,180000,Cash
R20435,POL28087,18/04/2027,45000,Card
R20436,POL28088,28/10/2023,90000,USSD
R20437,POL28088,23/10/2024,120000,Cash
R20438,POL28089,12/03/2025,"₦60,000",Cash
R20439,POL28093,04/02/2021,90000,Transfer
R20440,POL28093,12/02/2022,180000,Card
R20441,POL28094,19/12/2023,60000,Cash
R20442,POL28096,29/03/2025,180000,Cash
R20443,POL28097,01/09/2023,45000,Card
R20444,POL28098,23/01/2022,,USSD
R20445,POL28099,07/09/2025,180000,USSD
R20446,POL28100,19/06/2024,120000,USSD
R20447,POL28101,17/02/2022,"₦180,000",USSD
R20448,POL28103,17/02/2027,90000,USSD
R20449,POL28105,08/03/2027,60000,Transfer
R20450,POL28106,02/08/2022,60000,Card
R20451,POL28107,16/06/2022,45000,Card
R20452,POL28108,24/09/2027,180000,USSD
R20453,POL28110,06/01/2027,"₦120,000",Transfer
R20454,POL28111,08/10/2025,120000,Card
R20455,POL28112,16/12/2022,180000,Card
R20456,POL28114,20/08/2026,180000,Transfer
R20457,POL28115,19/09/2023,45000,Cash
R20458,POL28117,03/01/2024,45000,USSD
R20459,POL28118,29/11/2024,45000,Cash
R20460,POL28120,26/05/2022,60000,Card
R20461,POL28123,27/02/2023,"₦45,000",Cash
R20462,POL28124,17/09/2023,90000,Cash
R20463,POL28125,12/07/2023,60000,Transfer
R20464,POL28126,09/10/2026,45000,Transfer
R20465,POL28128,07/02/2025,120000,USSD
R20466,POL28129,25/01/2026,90000,Transfer
R20467,POL28130,11/09/2022,60000,Transfer
R20468,POL28131,31/12/2023,45000,Transfer
R20469,POL28135,24/11/2024,120000,USSD
R20470,POL28135,09/12/2025,180000,Card
R20471,POL28136,12/04/2022,60000,Transfer
R20472,POL28141,25/03/2027,90000,Card
R20473,POL28141,23/03/2028,"₦45,000",Transfer
R20474,POL28145,23/04/2026,120000,Transfer
R20475,POL28146,10/05/2023,120000,Transfer
R20476,POL28146,22/04/2024,,Card
R20477,POL28147,01/05/2024,90000,USSD
R20478,POL28147,22/05/2025,180000,USSD
R20479,POL28149,20/09/2025,90000,Card
R20480,POL28151,06/03/2027,"₦180,000",Card
R20481,POL28152,17/04/2026,45000,Card
R20482,POL28152,06/04/2027,90000,Card
R20483,POL28158,02/07/2021,45000,Card
R20484,POL28159,17/03/2024,45000,Transfer
R20485,POL28160,14/07/2024,180000,Card
R20486,POL28162,25/05/2023,90000,Card
R20487,POL28163,14/08/2025,45000,Transfer
R20488,POL28164,18/03/2024,180000,USSD
R20489,POL28169,20/01/2027,45000,Cash
R20490,POL28170,28/10/2020,120000,Transfer
R20491,POL28171,11/05/2026,120000,Transfer
R20492,POL28173,25/03/2026,180000,Cash
R20493,POL28173,11/03/2027,180000,Card
R20494,POL28174,12/11/2024,60000,Transfer
R20495,POL28175,09/10/2022,"₦90,000",Card
R20496,POL28176,17/06/2027,60000,Card
R20497,POL28177,21/07/2025,90000,Transfer
R20498,POL28179,16/04/2026,45000,USSD
R20499,POL28181,22/11/2024,120000,Card
R20500,POL28184,23/08/2024,45000,Cash
R20501,POL28187,22/11/2026,180000,Cash
R20502,POL28188,13/07/2025,45000,USSD
R20503,POL28189,22/05/2021,120000,Transfer
R20504,POL28191,05/07/2026,45000,USSD
R20505,POL28197,09/08/2025,60000,USSD
R20506,POL28198,11/05/2026,45000,Cash
R20507,POL28205,26/09/2022,,Card
R20508,POL28206,18/02/2026,90000,Transfer
R20509,POL28208,11/05/2026,,Cash
R20510,POL28209,06/09/2024,60000,Card
R20511,POL28211,12/06/2027,180000,Transfer
R20512,POL28212,01/10/2021,"₦90,000",Card
R20513,POL28213,11/06/2022,45000,Card
R20514,POL28214,22/04/2026,45000,Card
R20515,POL28216,08/02/2025,45000,Cash
R20516,POL28218,12/08/2022,"₦180,000",USSD
R20517,POL28219,17/03/2023,60000,Cash
R20518,POL28220,31/05/2026,180000,Card
R20519,POL28221,11/05/2024,180000,Transfer
R20520,POL28221,07/06/2025,180000,Card
R20521,POL28222,26/03/2021,180000,Cash
R20522,POL28223,28/12/2022,120000,Card
R20523,POL28224,30/05/2024,180000,Cash
R20524,POL28227,16/06/2023,"₦45,000",Card
R20525,POL28228,19/02/2024,45000,Cash
R20526,POL28229,26/02/2021,120000,Transfer
R20527,POL28229,17/02/2022,45000,USSD
R20528,POL28231,09/10/2025,90000,Cash
R20529,POL28232,25/12/2025,60000,Card
R20530,POL28234,12/11/2022,120000,Card
R20531,POL28235,09/08/2024,120000,USSD
R20532,POL28237,25/02/2023,60000,Card
R20533,POL28238,06/08/2026,120000,Transfer
R20534,POL28244,16/04/2022,"₦90,000",Transfer
R20535,POL28244,01/05/2023,"₦60,000",Transfer
R20536,POL28245,21/09/2023,180000,Cash
R20537,POL28247,01/08/2024,45000,Transfer
R20538,POL28249,21/05/2022,120000,Transfer
R20539,POL28249,20/05/2023,90000,Transfer
R20540,POL28253,01/07/2027,45000,Card
R20541,POL28253,18/07/2028,180000,Cash
R20542,POL28255,13/01/2025,90000,Card
R20543,POL28257,09/09/2022,180000,Cash
R20544,POL28259,24/12/2022,60000,Card
R20545,POL28260,01/11/2022,60000,USSD
R20546,POL28260,12/11/2023,180000,Cash
R20547,POL28262,07/05/2027,120000,USSD
R20548,POL28265,21/04/2022,60000,Card
R20549,POL28266,27/09/2025,60000,Transfer
R20550,POL28266,16/09/2026,60000,Card
R20551,POL28267,11/10/2022,180000,USSD
R20552,POL28268,22/07/2024,60000,Card
R20553,POL28268,20/07/2025,"₦60,000",Transfer
R20554,POL28269,23/01/2026,120000,Transfer
R20555,POL28271,07/09/2023,60000,Cash
R20556,POL28272,01/05/2026,"₦90,000",USSD
R20557,POL28274,15/02/2027,120000,Transfer
R20558,POL28278,09/08/2024,60000,USSD
R20559,POL28279,15/05/2022,60000,Transfer
R20560,POL28280,19/12/2022,180000,Card
R20561,POL28280,10/12/2023,180000,Card
R20562,POL28282,01/07/2026,90000,Transfer
R20563,POL28284,31/08/2022,180000,Cash
R20564,POL28285,17/07/2023,45000,USSD
R20565,POL28285,23/07/2024,60000,Cash
R20566,POL28286,06/02/2026,180000,Card
R20567,POL28286,13/02/2027,,Card
R20568,POL28288,14/12/2025,"₦120,000",Card
R20569,POL28288,08/12/2026,45000,USSD
R20570,POL28289,11/12/2024,"₦180,000",Transfer
R20571,POL28290,10/02/2024,"₦180,000",Transfer
R20572,POL28295,25/08/2025,120000,Card
R20573,POL28296,02/08/2025,60000,USSD
R20574,POL28298,28/06/2023,120000,USSD
R20575,POL28298,20/06/2024,60000,USSD
R20576,POL28299,10/01/2027,90000,Cash
R20577,POL28303,16/12/2024,120000,Cash
R20578,POL28304,13/04/2027,120000,Card
R20579,POL28305,13/03/2023,120000,USSD
R20580,POL28307,17/04/2026,60000,USSD
R20581,POL28308,23/06/2021,90000,Card
R20582,POL28308,02/07/2022,60000,Cash
R20583,POL28309,24/07/2022,45000,Transfer
R20584,POL28310,30/06/2023,45000,Cash
R20585,POL28310,15/07/2024,90000,Cash
R20586,POL28311,23/07/2026,45000,Card
R20587,POL28316,05/07/2025,"₦120,000",Cash
R20588,POL28319,30/08/2021,45000,Cash
R20589,POL28320,08/04/2026,,Card
R20590,POL28320,17/04/2027,180000,USSD
R20591,POL28323,05/03/2022,120000,Transfer
R20592,POL28324,14/01/2026,60000,Cash
R20593,POL28325,10/04/2024,120000,Transfer
R20594,POL28326,10/03/2022,"₦45,000",USSD
R20595,POL28328,01/12/2023,"₦120,000",Cash
R20596,POL28330,30/10/2024,"₦60,000",USSD
R20597,POL28331,17/08/2026,180000,Card
R20598,POL28333,17/09/2021,45000,Cash
R20599,POL28334,05/01/2023,"₦90,000",Cash
R20600,POL28338,28/07/2024,"₦45,000",Cash
R20601,POL28340,22/01/2022,120000,Cash
R20602,POL28341,22/12/2025,60000,Transfer
R20603,POL28343,19/06/2022,120000,Transfer
R20604,POL28345,24/12/2022,45000,Card
R20605,POL28345,22/12/2023,60000,Transfer
R20606,POL28348,14/12/2022,60000,USSD
R20607,POL28350,21/11/2021,45000,USSD
R20608,POL28355,17/03/2025,,Card
R20609,POL28356,17/02/2025,180000,USSD
R20610,POL28358,14/10/2023,,Card
R20611,POL28362,14/11/2023,180000,Cash
R20612,POL28363,25/02/2021,"₦45,000",USSD
R20613,POL28364,12/03/2024,90000,Card
R20614,POL28365,13/03/2026,120000,Card
R20615,POL28366,06/02/2022,45000,USSD
R20616,POL28367,21/03/2025,45000,Cash
R20617,POL28372,16/08/2024,90000,Cash
R20618,POL28374,01/07/2026,90000,Transfer
R20619,POL28379,04/09/2022,,Card
R20620,POL28382,13/03/2027,"₦120,000",USSD
R20621,POL28382,29/03/2028,60000,Card
R20622,POL28384,22/04/2026,90000,Cash
R20623,POL28385,07/06/2024,90000,Card
R20624,POL28387,08/04/2024,180000,Cash
R20625,POL28388,27/06/2027,"₦90,000",Transfer
R20626,POL28390,17/11/2026,180000,USSD
R20627,POL28392,07/03/2025,180000,Cash
R20628,POL28393,09/07/2023,60000,Transfer
R20629,POL28395,25/08/2025,45000,USSD
R20630,POL28396,22/05/2026,90000,USSD
R20631,POL28397,23/03/2023,60000,Transfer
R20632,POL28398,22/04/2025,45000,Transfer
R20633,POL28399,06/08/2024,180000,Cash
R20634,POL28399,10/08/2025,120000,Transfer
R20635,POL28400,16/05/2025,180000,Transfer
R20636,POL28401,22/08/2024,45000,Cash
R20637,POL28407,21/12/2022,120000,Transfer
R20638,POL28407,21/12/2023,120000,Card
R20639,POL28408,16/05/2023,90000,Cash
R20640,POL28409,09/01/2025,45000,Card
R20641,POL28411,25/07/2026,180000,Cash
R20642,POL28411,02/08/2027,120000,Cash
R20643,POL28413,23/10/2022,,Card
R20644,POL28414,17/02/2024,,Card
R20645,POL28414,21/01/2025,"₦180,000",USSD
R20646,POL28415,27/07/2021,60000,USSD
R20647,POL28416,19/06/2028,180000,USSD
R20648,POL28417,26/06/2024,180000,Cash
R20649,POL28418,04/04/2024,"₦180,000",Card
R20650,POL28419,29/08/2024,90000,USSD
R20651,POL28420,07/08/2023,,Transfer
R20652,POL28420,25/07/2024,45000,Transfer
R20653,POL28421,18/03/2023,45000,Transfer
R20654,POL28422,11/07/2022,60000,Transfer
R20655,POL28423,30/08/2021,60000,Transfer
R20656,POL28425,11/01/2024,180000,USSD
R20657,POL28427,11/12/2022,60000,Card
R20658,POL28428,12/10/2020,90000,Card
R20659,POL28428,18/09/2021,120000,Transfer
R20660,POL28429,16/04/2025,120000,Transfer
R20661,POL28432,21/05/2026,60000,Cash
R20662,POL28433,15/04/2024,120000,USSD
R20663,POL28435,23/11/2022,60000,Cash
R20664,POL28436,28/02/2025,60000,Transfer
R20665,POL28439,26/11/2026,90000,Card
R20666,POL28440,15/12/2023,45000,Cash
R20667,POL28441,21/09/2023,"₦60,000",Cash
R20668,POL28442,21/06/2022,120000,Card
R20669,POL28442,22/06/2023,120000,Card
R20670,POL28445,20/02/2022,45000,Transfer
R20671,POL28446,07/11/2022,"₦120,000",Cash
R20672,POL28446,06/11/2023,180000,Card
R20673,POL28447,20/06/2025,90000,Cash
R20674,POL28448,17/02/2024,180000,Transfer
R20675,POL28449,10/04/2024,45000,Transfer
R20676,POL28449,01/04/2025,45000,USSD
R20677,POL28451,22/10/2022,90000,Transfer
R20678,POL28452,24/12/2026,180000,USSD
R20679,POL28455,22/03/2026,45000,Transfer
R20680,POL28457,18/01/2023,"₦60,000",Transfer
R20681,POL28459,31/12/2023,60000,Card
R20682,POL28460,29/06/2021,45000,Cash
R20683,POL28461,02/06/2024,60000,Transfer
R20684,POL28462,06/08/2022,"₦90,000",Transfer
R20685,POL28463,21/05/2025,90000,Transfer
R20686,POL28465,28/03/2023,180000,Transfer
R20687,POL28465,30/03/2024,180000,Cash
R20688,POL28467,22/02/2027,,Transfer
R20689,POL28470,25/07/2022,120000,Card
R20690,POL28471,02/05/2021,120000,Card
R20691,POL28472,03/11/2023,120000,Card
R20692,POL28475,06/01/2027,,Transfer
R20693,POL28476,04/07/2022,60000,USSD
R20694,POL28478,03/06/2025,120000,Transfer
R20695,POL28478,21/05/2026,"₦90,000",Card
R20696,POL28479,05/08/2022,"₦45,000",USSD
R20697,POL28480,21/07/2024,90000,Transfer
R20698,POL28482,19/09/2022,45000,Transfer
R20699,POL28485,14/04/2023,60000,Card
R20700,POL28485,11/04/2024,90000,Card
R20701,POL28487,19/04/2028,45000,USSD
R20702,POL28490,07/05/2025,60000,Transfer
R20703,POL28491,28/06/2023,120000,Card
R20704,POL28492,04/02/2026,90000,Cash
R20705,POL28494,08/03/2024,45000,USSD
R20706,POL28496,25/03/2024,180000,Transfer
R20707,POL28497,05/11/2021,120000,USSD
R20708,POL28498,21/12/2024,45000,Cash
R20709,POL28499,01/11/2022,45000,Cash
R20710,POL28499,25/10/2023,90000,Cash
R20711,POL28502,12/10/2025,180000,Cash
R20712,POL28503,02/12/2022,180000,Cash
R20713,POL28504,08/11/2025,,Transfer
R20714,POL28504,10/11/2026,180000,Card
R20715,POL28506,15/09/2026,60000,Cash
R20716,POL28506,10/10/2027,,Transfer
R20717,POL28508,20/12/2026,60000,Transfer
R20718,POL28509,10/07/2026,180000,Card
R20719,POL28512,14/02/2024,180000,Transfer
R20720,POL28513,31/12/2025,"₦45,000",Transfer
R20721,POL28516,09/11/2022,180000,Cash
R20722,POL28517,26/01/2025,120000,USSD
R20723,POL28520,07/01/2023,,Card
R20724,POL28520,22/12/2023,90000,Transfer
R20725,POL28521,30/07/2021,180000,Cash
R20726,POL28522,22/07/2027,120000,Card
R20727,POL28523,08/02/2025,120000,Card
R20728,POL28523,19/02/2026,,Cash
R20729,POL28525,17/12/2024,"₦180,000",USSD
R20730,POL28527,03/03/2023,120000,Card
R20731,POL28528,16/05/2022,90000,Transfer
R20732,POL28529,14/10/2024,45000,Transfer
R20733,POL28530,20/05/2024,45000,USSD
R20734,POL28534,01/11/2026,"₦45,000",Cash
R20735,POL28536,18/05/2025,45000,Card
R20736,POL28537,06/10/2024,120000,Transfer
R20737,POL28538,11/08/2023,45000,Cash
R20738,POL28539,22/09/2023,45000,Transfer
R20739,POL28540,06/11/2023,90000,Transfer
R20740,POL28540,26/10/2024,"₦180,000",Cash
R20741,POL28543,04/04/2024,120000,Card
R20742,POL28544,12/11/2023,45000,Card
R20743,POL28545,11/06/2023,120000,Transfer
R20744,POL28546,23/06/2022,"₦120,000",Cash
R20745,POL28548,26/01/2025,120000,Transfer
R20746,POL28550,24/12/2025,45000,Card
R20747,POL28551,04/02/2024,60000,Cash
R20748,POL28552,10/08/2024,45000,Card
R20749,POL28553,10/01/2025,60000,Transfer
R20750,POL28555,14/08/2020,90000,Cash
R20751,POL28556,14/09/2023,45000,Transfer
R20752,POL28557,12/08/2025,"₦180,000",USSD
R20753,POL28558,02/10/2022,120000,USSD
R20754,POL28560,27/04/2025,90000,Card
R20755,POL28563,29/03/2024,"₦60,000",Cash
R20756,POL28566,24/03/2023,"₦45,000",Cash
R20757,POL28568,02/01/2022,120000,Card
R20758,POL28575,20/07/2021,120000,USSD
R20759,POL28578,09/01/2023,180000,Transfer
R20760,POL28579,02/06/2025,"₦120,000",Cash
R20761,POL28581,02/10/2023,120000,Transfer
R20762,POL28583,07/01/2022,60000,USSD
R20763,POL28584,04/01/2022,90000,Cash
R20764,POL28584,07/01/2023,180000,USSD
R20765,POL28587,07/02/2026,120000,Cash
R20766,POL28591,11/01/2025,120000,USSD
R20767,POL28593,29/06/2023,45000,Cash
R20768,POL28594,02/07/2025,"₦120,000",Transfer
R20769,POL28594,28/07/2026,60000,Cash
R20770,POL28596,04/08/2024,90000,Cash
R20771,POL28596,27/07/2025,45000,USSD
R20772,POL28598,26/04/2025,90000,Card
R20773,POL28598,24/04/2026,90000,Cash
R20774,POL28600,05/06/2022,45000,Card
R20775,POL28600,29/05/2023,90000,Card
R20776,POL28602,24/06/2027,,Card
R20777,POL28606,13/12/2026,180000,USSD
R20778,POL28607,02/07/2025,,Cash
R20779,POL28608,21/09/2022,120000,Transfer
R20780,POL28609,01/06/2023,180000,Card
R20781,POL28610,26/03/2021,60000,USSD
R20782,POL28610,04/04/2022,60000,Transfer
R20783,POL28611,14/07/2023,90000,Transfer
R20784,POL28612,02/01/2023,"₦45,000",Card
R20785,POL28613,13/06/2025,120000,Transfer
R20786,POL28614,08/01/2022,180000,Transfer
R20787,POL28615,03/09/2021,,Card
R20788,POL28615,02/09/2022,60000,USSD
R20789,POL28618,08/04/2021,120000,Transfer
R20790,POL28619,10/12/2022,,Cash
R20791,POL28620,01/10/2025,180000,Cash
R20792,POL28623,11/12/2021,180000,USSD
R20793,POL28623,15/12/2022,120000,Transfer
R20794,POL28624,22/01/2025,"₦120,000",Card
R20795,POL28625,22/09/2021,60000,USSD
R20796,POL28626,01/10/2024,180000,Card
R20797,POL28628,17/09/2025,60000,Transfer
R20798,POL28629,10/01/2028,"₦120,000",Card
R20799,POL28629,23/01/2029,"₦60,000",Card
R20800,POL28631,22/02/2026,60000,Transfer
R20801,POL28632,22/07/2025,90000,Cash
R20802,POL28633,26/06/2025,60000,Transfer
R20803,POL28634,29/11/2024,90000,USSD
R20804,POL28635,21/11/2022,,Card
R20805,POL28637,25/08/2022,90000,Transfer
R20806,POL28638,09/12/2026,90000,Card
R20807,POL28640,08/05/2021,45000,Transfer
R20808,POL28640,18/04/2022,90000,USSD
R20809,POL28641,16/06/2025,90000,Transfer
R20810,POL28643,02/03/2023,"₦90,000",Card
R20811,POL28644,31/10/2023,90000,USSD
R20812,POL28645,28/08/2021,90000,Card
R20813,POL28646,17/06/2023,90000,Card
R20814,POL28648,31/01/2024,180000,Transfer
R20815,POL28650,21/01/2026,120000,Cash
R20816,POL28656,30/08/2023,"₦45,000",Transfer
R20817,POL28657,04/05/2027,45000,Cash
R20818,POL28657,07/04/2028,90000,Card
R20819,POL28658,19/03/2026,60000,Card
R20820,POL28660,18/06/2026,180000,Card
R20821,POL28662,18/02/2024,90000,Card
R20822,POL28664,04/02/2025,60000,USSD
R20823,POL28665,10/01/2028,180000,USSD
R20824,POL28665,19/01/2029,60000,Cash
R20825,POL28666,15/01/2024,90000,Card
R20826,POL28668,20/10/2022,180000,USSD
R20827,POL28670,22/02/2023,180000,USSD
R20828,POL28671,21/08/2023,90000,Transfer
R20829,POL28674,02/01/2026,60000,Transfer
R20830,POL28677,06/04/2024,120000,Cash
R20831,POL28678,25/01/2024,120000,Transfer
R20832,POL28681,21/01/2022,"₦120,000",USSD
R20833,POL28683,22/02/2022,45000,Transfer
R20834,POL28684,09/02/2021,"₦90,000",Cash
R20835,POL28686,06/06/2025,90000,Card
R20836,POL28687,15/05/2022,120000,USSD
R20837,POL28688,22/01/2024,120000,USSD
R20838,POL28689,03/03/2023,90000,USSD
R20839,POL28692,30/06/2026,180000,USSD
R20840,POL28695,01/01/2025,120000,Card
R20841,POL28698,23/02/2021,90000,Transfer
R20842,POL28699,03/04/2024,"₦120,000",Card
R20843,POL28700,05/12/2025,90000,USSD
R20844,POL28701,25/02/2025,45000,Transfer
R20845,POL28702,06/07/2027,60000,USSD
R20846,POL28704,06/11/2021,180000,Card
R20847,POL28706,26/08/2025,120000,Transfer
R20848,POL28707,22/02/2026,120000,Cash
R20849,POL28709,21/04/2027,"₦90,000",Card
R20850,POL28711,10/01/2021,45000,Transfer
R20851,POL28712,28/06/2022,45000,Cash
R20852,POL28712,23/06/2023,120000,Card
R20853,POL28713,11/10/2020,180000,Card
R20854,POL28716,10/09/2024,60000,Transfer
R20855,POL28717,27/10/2020,90000,USSD
R20856,POL28718,23/07/2026,180000,Card
R20857,POL28719,27/05/2027,120000,Cash
R20858,POL28720,18/09/2023,45000,USSD
R20859,POL28723,25/03/2022,45000,Card
R20860,POL28726,14/09/2020,"₦60,000",Transfer
R20861,POL28728,07/03/2023,180000,Card
R20862,POL28731,12/03/2027,,Card
R20863,POL28734,07/05/2027,90000,USSD
R20864,POL28735,24/06/2026,,Transfer
R20865,POL28736,10/12/2023,45000,Cash
R20866,POL28737,04/01/2025,60000,Transfer
R20867,POL28739,16/04/2025,45000,Card
R20868,POL28739,20/04/2026,90000,Cash
R20869,POL28740,26/09/2022,,Card
R20870,POL28740,29/09/2023,120000,Transfer
R20871,POL28742,22/11/2021,"₦180,000",Cash
R20872,POL28744,30/03/2027,120000,Card
R20873,POL28746,21/02/2021,120000,Card
R20874,POL28750,18/12/2022,,Card
R20875,POL28751,24/08/2025,60000,Cash
R20876,POL28751,18/08/2026,45000,Cash
R20877,POL28752,23/11/2025,"₦90,000",Card
R20878,POL28754,16/07/2024,"₦120,000",USSD
R20879,POL28755,02/07/2024,180000,Cash
R20880,POL28756,19/08/2026,"₦180,000",Card
R20881,POL28756,14/08/2027,,Cash
R20882,POL28759,31/01/2021,90000,Cash
R20883,POL28761,11/10/2024,45000,USSD
R20884,POL28761,11/10/2025,,Card
R20885,POL28763,15/05/2024,,Card
R20886,POL28763,28/05/2025,"₦90,000",Cash
R20887,POL28765,17/02/2027,60000,Cash
R20888,POL28765,15/02/2028,45000,Cash
R20889,POL28766,26/04/2026,90000,Transfer
R20890,POL28766,11/04/2027,180000,USSD
R20891,POL28767,17/05/2023,180000,Transfer
R20892,POL28770,15/05/2024,180000,USSD
R20893,POL28771,10/01/2023,90000,Cash
R20894,POL28772,03/11/2025,120000,Cash
R20895,POL28773,03/10/2023,180000,Card
R20896,POL28778,03/09/2025,180000,Cash
R20897,POL28778,24/08/2026,60000,USSD
R20898,POL28779,12/02/2021,60000,Card
R20899,POL28781,03/09/2026,120000,USSD
R20900,POL28781,22/08/2027,180000,Cash
R20901,POL28782,22/12/2023,,Card
R20902,POL28784,14/12/2024,180000,USSD
R20903,POL28785,15/12/2025,90000,Cash
R20904,POL28786,16/10/2024,,Card
R20905,POL28787,30/09/2022,,USSD
R20906,POL28787,04/10/2023,120000,USSD
R20907,POL28789,31/12/2023,90000,USSD
R20908,POL28789,17/12/2024,"₦120,000",Transfer
R20909,POL28790,11/12/2020,180000,Cash
R20910,POL28790,09/12/2021,180000,USSD
R20911,POL28791,18/09/2025,120000,USSD
R20912,POL28792,30/01/2022,90000,Cash
R20913,POL28796,07/01/2028,120000,USSD
R20914,POL28798,21/10/2022,180000,Cash
R20915,POL28800,22/07/2020,60000,Transfer
R20916,POL28801,13/05/2025,"₦45,000",USSD
R20917,POL28803,30/11/2021,45000,USSD
R20918,POL28807,25/10/2021,"₦60,000",USSD
R20919,POL28807,21/10/2022,90000,Cash
R20920,POL28812,15/11/2024,45000,Transfer
R20921,POL28813,15/11/2022,"₦180,000",Card
R20922,POL28814,07/05/2021,"₦120,000",USSD
R20923,POL28814,02/05/2022,120000,Card
R20924,POL28817,16/04/2024,90000,Cash
R20925,POL28819,14/11/2025,90000,Card
R20926,POL28827,20/02/2021,90000,USSD
R20927,POL28830,10/08/2022,180000,Transfer
R20928,POL28834,15/09/2022,,Cash
R20929,POL28834,04/09/2023,60000,Card
R20930,POL28839,23/12/2021,90000,Transfer
R20931,POL28840,15/05/2021,120000,Card
R20932,POL28842,18/03/2022,,Transfer
R20933,POL28843,27/07/2024,180000,USSD
R20934,POL28844,24/01/2025,90000,USSD
R20935,POL28847,19/03/2022,60000,USSD
R20936,POL28848,09/11/2022,60000,Cash
R20937,POL28851,15/11/2025,90000,USSD
R20938,POL28852,17/05/2024,,Transfer
R20939,POL28852,16/05/2025,"₦180,000",Card
R20940,POL28853,21/09/2024,60000,Card
R20941,POL28855,06/05/2027,90000,Card
R20942,POL28858,22/10/2022,180000,USSD
R20943,POL28859,11/04/2023,"₦90,000",USSD
R20944,POL28860,13/09/2023,180000,Card
R20945,POL28864,11/05/2024,60000,Cash
R20946,POL28865,14/09/2024,45000,Transfer
R20947,POL28866,24/05/2027,90000,USSD
R20948,POL28867,07/06/2021,120000,Card
R20949,POL28868,29/01/2024,90000,USSD
R20950,POL28870,18/07/2023,"₦90,000",Card
R20951,POL28870,28/07/2024,180000,Transfer
R20952,POL28871,26/05/2027,45000,Cash
R20953,POL28873,07/10/2024,60000,Card
R20954,POL28874,14/07/2023,90000,USSD
R20955,POL28875,05/02/2027,120000,Transfer
R20956,POL28879,16/08/2024,,Card
R20957,POL28880,25/12/2024,90000,Transfer
R20958,POL28880,30/12/2025,180000,Cash
R20959,POL28881,23/01/2024,45000,Cash
R20960,POL28881,02/02/2025,120000,Cash
R20961,POL28883,08/02/2023,60000,Cash
R20962,POL28884,05/04/2026,,Cash
R20963,POL28884,13/03/2027,60000,Card
R20964,POL28885,24/03/2025,120000,Transfer
R20965,POL28885,10/04/2026,"₦90,000",Transfer
R20966,POL28886,21/12/2022,45000,Cash
R20967,POL28887,01/01/2026,180000,USSD
R20968,POL28888,31/12/2025,,Card
